Anomalias de precipitação mm/day
SJ Rio Preto
Ano Anomalia
     11,350941
     -18,625782
     -44,777859
     2,170913
     -120,801582
     -76,853264
     21,254025
     16,349712
     4,820651
     -1,223832
     25,431494
     -17,373241
     33,030952
     -26,258598
     55,653172
     -26,569637
     -82,233429
     5,699435
     14,472242
     -12,634279
     31,757252
     -4,989065
     25,704212
     -16,496935
     -9,030126
     55,949062
     115,414040
     -0,771136
     -7,703581
     39,136223
     -15,161508
     -27,404163
     42,440750
     12,702544
     -14,122005
     -2,267051
     -21,878117
     -10,995497
     -53,687351
     -11,368902
     37,827412
     -66,293724
     -1,070512
     30,758345
     15,028484
     -13,399770
     -16,496712
     3,014660
     -48,609554
     62,563843
     31,631851
     29,871250
     -18,680084
     -31,092104
     4,259366
     -39,566044
     -40,474297
     -8,550810
     -16,398048
     4,514886
     0,223939
     46,884209
     8,038759
     -62,700138
     -132,947861
     12,179255
     -8,994249
     -14,868277
     -1,176648
     -22,451534
     -13,368671
     -16,698505
     -31,085176
     -34,837822
     -33,724258
     3,140407
     -74,776520
     50,401253
     -77,046600
     -36,844143
     -10,211232
     -14,368427
     -16,353775
     -15,426698
     -48,025951
     -36,889835
     -47,419971
     72,084183
Bauru
Ano Anomalia
1981 -3,540182
1982 -77,821907
1983 -80,644936
1984 6,952675
1985 -50,193642
1986 26,086361
1987 -17,473637
1988 -18,526226
1989 -47,989162
1990 68,350784
1991 18,899549
1992 -16,357141
1993 2,721152
1994 45,584705
1995 49,055054
1996 -27,998802
1997 -10,488678
1998 98,201225
1999 13,867126
2000 -7,744854
2001 -43,003586
2002 104,925591
2003 71,502556
2004 53,037685
2005 77,526100
2006 4,256921
2007 22,602274
2008 54,014874
2009 148,011871
2010 53,521656
2011 -8,156599
2012 -21,838339
2013 118,834991
2014 -2,161930
2015 25,907621
2016 41,026363
2017 -78,767769
2018 -97,522789
2019 -21,164549
2020 -1,503883
     -23,765177
     -31,662903
     -21,038139
     44,719334
     18,762577
     -65,564430
     -18,762449
     10,684527
     -69,604019
     -8,865528
     66,648636
     59,639084
     -13,541482
     -20,563196
     -9,734049
     -14,693214
     -22,818396
     -65,772453
     13,827340
     -73,485199
     -87,005959
     37,888710
     39,074505
     -27,597467
     25,429163
     -36,745995
     -11,372995
     81,858475
     -21,252613
     -67,010635
     -16,895267
     132,189606
     13,042195
     30,518713
     -69,916641
     -17,776081
     91,328888
     46,372204
     -8,294323
     -13,924029
     3,306540
     -16,906666
     41,162727
     -45,169437
     -23,412531
     -10,427068
     3,067588
     40,392200
     25,577036
     -16,817545
     -24,700121
     -23,991636
     -49,373253
     71,616531
     -40,911617
     -19,789249
     67,411118
     47,262161
     11,203176
     -32,335304
     -25,387669
     15,288963
     48,815151
     8,221990
     15,280594
     -45,993031
     -0,064192
     24,990641
     57,706978
     -70,338272
     50,103722
     -17,981174
     -8,651853
     -22,473825
     24,103632
     33,343372
     8,499636
     -0,631975
     6,545940
     -33,097496
     -34,471649
     17,704281
     116,351357
     48,573570
     -30,996794
     13,343892
     -3,635597
     -14,831144
     -26,433165
     5,808197
     -43,170399
     26,218609
     -144,982758
     -40,157883
     54,757519
     70,913689
     48,525887
     -32,407593
     -11,892250
     -9,381750
     50,807568
     40,620895
     14,958336
     -78,894218
     -41,936264
     140,882095
     -27,440962
     16,764542
     10,124395
     24,124540
     -17,704834
     12,141706
     67,096428
     -49,234722
     -33,214672
     -28,243662
     -5,162095
     -15,446898
     1,345700
     10,133463
     -22,078403
     -10,417488
     -12,421883
     -23,279984
     -56,611530
     -12,456308
     14,115182
     14,363875
     4,158932
     114,669205
     1,120290
     11,982886
     -14,065345
     -12,066895
     3,984099
     -22,800165
     7,024886
     37,314968
     -44,210705
     -7,404543
     -86,166428
     -16,258533
     37,931034
     -22,084391
     -31,417086
     -21,034922
     -21,626360
     -4,604642
     52,240158
     30,889736
     -11,649630
     10,210408
     127,108131
     -42,165939
     -81,946037
     -20,943256
     12,434041
     91,449997
     -8,400597
     -11,387492
     -0,231309
     -8,875045
     85,858322
     -59,767975
     -96,256256
     86,382500
     78,449669
     19,322605
     12,857845
     -24,937704
     -16,106339
     26,958094
     34,205906
     57,801521
     -73,622704
     49,835876
     107,445457
     43,963963
     -32,819836
     -0,241304
     -14,202810
     13,056609
     -14,187347
     -24,004448
     0,394688
     -59,383118
     -73,486107
     -39,871117
     -25,322514
     51,885616
     9,336650
     -58,752075
     -49,857376
     -31,509005
     12,325478
     22,814938
     37,817410
     -55,874664
     68,505409
     11,779241
     -26,701105
     13,707139
     -1,372131
     -34,351696
     30,376812
     2,673997
     3,601298
     15,719714
     -11,067146
     22,592640
     13,899232
     36,808605
     24,694893
     -2,668448
     -57,888672
     -58,279381
     24,734440
     -34,900234
     2,279943
     32,351234
     -14,269455
     -60,740475
     34,053242
     -14,541656
     72,249161
     -35,421734
     -23,308107
     18,216679
     -26,164660
     -21,894831
     -8,400532
     -4,412649
     -48,649601
     -18,800953
     9,271588
     -5,972939
     -8,842867
     -33,013943
     -57,311897
     16,764767
     31,210609
     -2,079368
     23,904720
     -24,077179
     -58,306572
     49,240322
     16,323244
     -37,935555
     78,168556
     -116,304230
     -6,022634
     -12,166615
     3,288425
     11,936462
     -16,197044
     -16,893606
     5,327361
     53,027306
     -58,340614
     -25,428486
     -43,796356
     34,693024
     -7,613313
     -32,772675
     -47,669071
     -24,896362
     -5,347491
     -11,438766
     12,642021
     -16,595028
     -27,211376
     9,404798
     124,751480
     -22,327301
